RecordID,Restaurant Name,City,Entrée Description
16869,Chipotle Mexican Grill,San Francisco,"fill three soft corn tortillas with your choice of meat or fritas, salsa, guacamole, sour cream or cheese, and romaine lettuce. side meat fritas rice beans fajita veggies salsa guacamole sour cream cheese"
16870,Chipotle Mexican Grill,San Francisco,"fill three soft flour tortillas with your choice of meat or fritas, salsa, guacamole, sour cream or cheese, and romaine lettuce. side meat fritas rice beans fajita veggies salsa guacamole sour cream cheese"
16872,Carl's Jr.,Riverside,"warm sausage gram, smothered over scrambled eggs, sausage, ham, bacon bits, hash brown nuggets and shredded jack and cheddar cheeses, all wrapped in a warm flour tortilla."
16901,Chesapeake Inn Restaurant & Marina,Chesapeake City,"seasoned beer battered rockfish, avocado, shaved cabbage, cilantro, chives, sriracha aioli wrapped in a flour tortilla, lime wedge"
16912,Juan's Flying Burrito,New Orleans,"grilled gulf shrimp, marinated skirt steak and creole chicken with cheddar and jack cheese, black beans, yellow rice, salsa, sour cream and guacamole rolled in a lightly grilled tortilla"
16913,Porchlight Grille,Las Vegas,"two eggs, cheddar cheese, salsa fresca, avocado and choice of bacon or sausage. served with hash browns or farmhouse potatoes"
16914,Porchlight Grille,Las Vegas,"warm flour tortillas with jack cheese, fresh tomatoes, cilantro lettuce, salsa fresca and your choice of meat. served with spicy rice"
16915,Porchlight Grille,Las Vegas,"warm flour tortillas with jack cheese, fresh tomatoes, cilantro, lettuce and salsa fresca with your choice of meat. served with spicy rice"
16929,Taco Bell,Kannapolis,"this taco bell fresco burrito is a warm, soft flour tortilla wrapped around authentic carne asada steak, hearty beans, tangy red sauce, crisp shredded lettuce, diced onions, diced ripe tomatoes, and fiesta salsa."
16936,Blue Agave - Kinzie Street,Chicago,"three soft shell corn or flour tortillas or crispy corn with your choice of meat -topped with cilantro and onion or lettuce, tomatoes and queso fresco"
16937,Blue Agave - Kinzie Street,Chicago,"grilled broccoli, cauliflower, zucchini, onions, mushrooms and bell peppers rolled in a grande tortilla - topped with jalapeno cream cheese sauce"
16938,Loaded Kitchen Restaurant,Long Beach,"shredded beef mixed with eggs, green bellpeppers and onion blend, tomato, tortilla chips, hashbrown, and cheese inside a flour tortilla with salsa and 2 regular pancakes"
16952,Bajio,Provo,"fresh flour tortilla filled with meat, beans and rice, smothered with enchilada sauce and topped with cheese and salsa."
16953,Bajio,Provo,"fresh flour or corn tortilla, filled with your choice of meat, topped with mixed greens, cheese and salsa."
16956,Copperfield's Food and Spirits,Montgomery,"seasoned ground beef stuffed in a flour tortilla with cheddar and monterey jack cheese, lettuce, and sour cream. served with our homemade salsa."
16957,Copperfield's Food and Spirits,Montgomery,"three folded crisp or soft tortilla shells stuffed with chicken or beef, shredded lettuce, tomatoes, and mexican cheese. served with mexican rice, refried beans, a side of sour cream and our homemade salsa."
16973,Tu Mero Mole,Sunnyvale,"(3) crisp corn tortillas filled with seasoned chipotle shrimp served with chile sauce, sour cream, and cheese"
16974,Tu Mero Mole,Sunnyvale,"(3) crisp corn tortillas, filled with chipotle chicken, potatoes, and onions, with, sour cream, salsa roja and cheese"
16984,Full O' Life,Burbank,"scrambled eggs, black beans, hash browns and cheese, wrapped in a whole wheat tortilla, topped with avocado slices and served with a side offreshsalsa."
16985,Vista Hermosa Restaurant,Bronx,"burrito with a choice of meat. flour tortilla stuffed with rice and beans, onions, tomato and cilantro topped with cream and fresh cheese."
16986,Vista Hermosa Restaurant,Bronx,"soft. regular topped with onions and cilantro with everything with lettuce, tomato, sour cream and fresh cheese."
16989,Tanglewood Grill,Gig Harbor,"lightly beer battered and flash fried artic cod, wrapped in a flour tortilla with cole slaw, avocado, cilantro, lime and fresh made pico de gallo. served with fresh flash fried tortillas chips"
17007,Fiesta Cantina,West Hollywood,"chicken, steak, or sauteed veggies, spanish rice, black beans, sour cream, diced onions, chopped cilantro and hot or mild salsa"
17011,High Tech Burrito,Santa Rosa,"scrambled eggs with melted cheese, pinto beans, green onions, roasted corn salsa in a grilled flour tortilla"
17014,High Tech Burrito,Santa Rosa,"blackened strips of mahi mahi, fresh cabbage slaw, chipotle dressing, topped with pico de gallo salsa in fresh grilled organic corn tortillas"
17015,High Tech Burrito,Santa Rosa,"shrimp pan seared with cajun spices, salsa, onions andgarlic on cilantro lime rice topped with chipotle dressing, pico de gallo salsa in fresh grilled organic corn tortillas"
17017,Hot Suppa,Portland,"flour tortilla, scrambled egg, spiced peppers and onions, pineland farm cheddar, vegetarian black bean chili, tomato salsa, hasbrowns or geechie boy grits"
17018,Corona's Mexican Restaurant,Greenville,"two shredded beef burritos topped with cheese, ranchero sauce, lettuce, sour cream, and tomatoes served with your choice of rice or mexican beans"
17019,Corona's Mexican Restaurant,Greenville,"two burrito stuffed with chicken or beef, served with lettuce, guacamole, sour cream, and topped with tomatoes"
17020,Corona's Mexican Restaurant,Greenville,"one chicken burrito and one beef  burrito covered with lots of melted cheese, red sauce, and served with your choice of rice or mexican beans"
17021,Corona's Mexican Restaurant,Greenville,"one burrito stuffed with shrimp, onion, and bell  peppers, covered with red sauce and melted cheese served with rice and mexican beans"
17022,Corona's Mexican Restaurant,Greenville,"one burrito stuffed with steak, onions, and bell peppers, covered with red sauce and melted cheese served with rice and mexican beans"
17041,Anyways American Grill & Pub,Bloomingdale,"three flour tortillas filled with beer battered cod, fresh chipotle cabbage slaw, and diced tomatoes. drizzled with lime chipotle aioli and served with black beans, cilantro lime rice, and a lemon wedge."
17042,Anyways American Grill & Pub,Bloomingdale,"three flour tortillas filled with lightly seasoned white fish, shredded lettuce, and fresh pico de gallo. served with black beans, cilantro lime rice, and a lime wedge."
17043,Anyways American Grill & Pub,Bloomingdale,"three flour tortillas filled with grilled shrimp, shredded lettuce, fresh pico de gallo, and avocado slices then drizzled with chipotle aioli. served with seasoned black beans, cilantro lime rice, and a lime wedge."
17045,"Chef Herb's Bistro and Restaurant, Llc",Goldsboro,"tender shredded beef grilled to perfection, lightly seasoned and served on fresh made corn tortillas. your choice of our available toppings"
17053,Lindo Mexico,Vancouver,"three tacos with your choice of ground beef or seasoned chicken topped with lettuce, tomato and cheese, served with mexican rice and ferried beans with steak"
17054,Lindo Mexico,Vancouver,"three tacos with your choice of ground beef or seasoned chicken topped with onions and cilantro, served with mexican rice, re fried beans, grilled onions grilled jalapeno, radish and lime"
17059,Boathouse Landing,Valparaiso,"blackened fish fillet in soft flour tortillas with salsa, lettuce, shredded cheese and a cucumber wasabi sauce. served with a side of chips and salsa"
17064,Templeton Landing,Buffalo,"bacon, scrambled eggs, potatoes and buffalo wing sauce wrapped in a flour tortilla, served with fresh fruit"
17065,Templeton Landing,Buffalo,"blackened, grilled or fried. seasoned flaky fish in a warm flour tortilla with shredded cabbage, corn salsa and chipotle aioli"
17069,Mangiamo Pronto,Denver,"scrambled eggs, bacon or sausage links, hash potatoes, smothered with house green chili, topped with mixed cheeses, lettuce and tomatoes"
17088,Shalala,Mountain View,"assorted vegetables with soy sauce flavored rice, diced roasted pork belly, kimuchi, mayonnaise, teriyaki sauce, and lettuce wrapped in a flour tortilla"
17093,North 11,Kalamazoo,"fried shrimp tossed in sweet chili sauce served in flour tortillas with asian slaw, mango relish, and parmesan cheese."
17102,Cocobolos Woodfired Grill & Cantina,Overland Park,"large flour tortilla stuffed with bolo beans, chorizo and jack cheese, smothered with chile verde, topped with lettuce, sour cream and pico de gallo. served with bolo beans and navajo rice."
17103,Cocobolos Woodfired Grill & Cantina,Overland Park,choice of three favorite tacos served with bolos beans and choice of navajo rice or coconut basmati rice.
17118,Pancho's Tacos Mexican Restaurant,Danbury,"wrapped in flour tortillas topped with melted cheese, tomatoes, onions, fried beans, guacamole, source cream and rice."
17119,Pancho's Tacos Mexican Restaurant,Danbury,authentic soft corn tortilla filled with any of the choices below. guacamole extra charge. al pastor herb and spice marinated pork with onions
17120,Pancho's Tacos Mexican Restaurant,Danbury,"flour tortilla with chicken and beef simmered in a delicious tomato sauce, topped with chipolte sugar and aged cheese."
17122,Terra Nova Restaurant,Sewell,"blackened tilapia, homemade guacamole, pico de gallo, cole slaw and chipotle ranch dressing in a flour tortilla"
17123,Canton Bistro,La Quinta,"a classic mu shu with 4 pancakes. (your choice of simply vegetables, chicken or pork) with cabbage, carrots, onion, bean sprouts and hoisin sauce"
17128,Sushi Deli 1,San Diego,"soy pepper topped with rice, crab surimi, shrimp tempura, avocado, jalapeno, spicy mayo, spicy sauce, sweet sauce and cilantro"
17135,Taco Villa,Odessa,"we start with a soft, warm flour tortilla. then we stuff it full of juicy chicken grilled to perfection, tomatoes, lettuce and zesty cheddar cheese"
17136,Taco Villa,Odessa,"our own special recipe ground beef, shredded cheddar cheese and your choice of red or green sauce - all wrapped in a steaming hot flour tortilla"
17137,Taco Villa,Odessa,"uicy u.s.d.a. choice steak, mouth-tingling pico de gallo, cheddar cheese and your choice of a warm hot flour tortilla or 2 white corn tortillas"
17138,Taco Villa,Odessa,"sort of like a hamburger...only twice as good. our famous taco meat, fresh lettuce, tomatoes, and delicious cheddar cheese on a hamburger bun."
17140,Coffee Mia,Marina,"served with scrambled egg, cheese, potato, bell pepper, onion, cilantro, choice of meat, sour cream and salsa"
17141,El Mariachi,Rockville,"two fresh soft flour tortilla rolled with your choice of grilled chicken breast or fajita steak, cheese, sour cream and pico de gallo"
17164,Border Cafe,Cambridge,two fresh flour tortillas stuffed with your choice of pulled beef or marinated chicken and pico de gallo.
17165,Border Cafe,Cambridge,"fresh swordfish blackened on a cast iron skillet, served in fresh flour tortillas with chipotle cole slaw, pico de gallo and mango salsa. accompanied with fresh field greens and a mesquite grilled avocado."
17178,Hickory Tavern,Matthews,"two tacos, diced chicken tenders tossed in medium wing sauce, pico de gallo, lettuce, blue cheese dressing"
17188,Cactus Ya Ya,Vancouver,"flour tortilla filled with rice and stir fried vegetables, topped with a roasted red pepper sauce. served with sour cream and a side of peanut sacue."
17201,Tres Amigos,Half Moon Bay,"two light, puffed corn tortilla shells stuffed with your choice of seasoned beef or roasted chicken, topped with lettuce, tomatoes and cheese"
17202,Tres Amigos,Half Moon Bay,"beef, chicken or beans wrapped in a large flour tortilla topped with melted cheese and choice of sauce, served with rice and refried beans."
17203,Tres Amigos,Half Moon Bay,"three fresh flour tortillas or crispy tacos filled with your choice of seasoned beef or roasted chicken and topped with lettuce, tomatoes and cheese"
17211,Blue Adobe Grille,Mesa,"soft corn tortillas with cabbage, pico de gallo, tortilla strips and adobo sour cream. cilantro tartar sauce chicken or shredded beef 10.95 ancho salmon, pecan grilled shrimp, crab cake or tenderloin."
17230,Sin Fronteras,Annapolis,"a large flour tortilla stuffed with rice, beans, cheese, guacamole, salsa, chipotle sauce, and sour cream with your choice of chicken, beef, vegetarian, canitas or chorizo"
17231,Sin Fronteras,Annapolis,"fresh soft corn torilla filled with your choice of chicken, fish, carnitas, chorizo, beef, with fresh cilantro and pico de gallo"
17234,"Zero Otto Nove, Armonk",Armonk,"choice of beef, chicken or chili, cheddar, tomatoes onions, guacamole, salsa,  sour cream served in a crunchy tortilla shell"
